Hierarchy,Id,Term,Condition
Procedure (procedure),711272005,NM Neuroendocrine Imaging,New localized concept
Procedure (procedure),711273000,Magnetic resonance angiography of abdomen with contrast,New localized concept
Procedure (procedure),711274006,Magnetic resonance angiography of lower extremity,New localized concept
Procedure (procedure),711278009,CT of head&#44; neck&#44; chest and abdomen,New localized concept
Procedure (procedure),711304008,Proctography using magnetic resonance imaging guidance,New localized concept
Procedure (procedure),711306005,US Intracavitary,New localized concept
Procedure (procedure),711307001,XR Colonoscopy,New localized concept
Procedure (procedure),711308006,US Renal Cyst Puncture,New localized concept
Procedure (procedure),711309003,CT sinography of abdomen,New localized concept
Procedure (procedure),711310008,CT sinography of abdomen with contrast,New localized concept
Procedure (procedure),711311007,CT sinography of pelvis,New localized concept
Procedure (procedure),711312000,MRI of sacral spine and coccyx,New localized concept
Procedure (procedure),711313005,MRI of sacral spine and coccyx with contrast,New localized concept
Procedure (procedure),711314004,Ultrasonography of back,New localized concept
Procedure (procedure),711333009,Contrast dacryocystography using fluoroscopic guidance,New localized concept
Procedure (procedure),711352003,CT Renal Cyst Puncture,New localized concept
Procedure (procedure),711353008,Doppler ultrasonography of arterial thoracic outlet,New localized concept
Procedure (procedure),711354002,Doppler ultrasonography of upper extremity vessels,New localized concept
Procedure (procedure),711355001,Cholangiography using fluoroscopic guidance,New localized concept
Procedure (procedure),711356000,Hypotonic duodenography using fluoroscopic guidance,New localized concept
Procedure (procedure),711417005,Doppler ultrasonography of organ transplant,New localized concept
Procedure (procedure),711418000,Angiography of AV fistula graft,New localized concept
Procedure (procedure),711421003,Contrast enema using fluoroscopic guidance,New localized concept
Procedure (procedure),711422005,Intravenous pyelography using X-ray guidance,New localized concept
Procedure (procedure),711423000,Doppler ultrasonography of graft,New localized concept
Procedure (procedure),711424006,US Cholecystostomy,New localized concept
Procedure (procedure),711425007,CT sinography of abdomen and pelvis,New localized concept
Procedure (procedure),711426008,Localization of breast axilla using ultrasonographic guidance,New localized concept
Procedure (procedure),711427004,Ultrasonography of central line,New localized concept
Procedure (procedure),711430006,Drainage of spine using computed tomography guidance,New localized concept
Procedure (procedure),711485005,Injection of spine using ultrasonographic guidance,New localized concept
Procedure (procedure),711486006,RF Shunt,New localized concept
Procedure (procedure),711488007,XR Shunt,New localized concept
Procedure (procedure),711490008,US Fetal Echocardiography Doppler,New localized concept
Procedure (procedure),711491007,XA Endovascular Shunt,New localized concept
Procedure (procedure),711492000,Retrograde cystography and stent replacement using fluoroscopic guidance,New localized concept
Procedure (procedure),711498001,MR Chest Angiography With Contrast,New localized concept
Procedure (procedure),711500000,Doppler ultrasonography of lower extremity vessels,New localized concept
Procedure (procedure),711504009,US TIPS Doppler,New localized concept
Procedure (procedure),711507002,Doppler ultrasonography transesophageal echocardiography,New localized concept
Procedure (procedure),711547009,Translabial ultrasonography of pelvis,New localized concept
Procedure (procedure),711548004,Gold seed marker implantation using ultrasonographic guidance,New localized concept
Procedure (procedure),711550007,Lymphangiography using fluoroscopic guidance,New localized concept
Procedure (procedure),711551006,CT of sacrum and coccyx,New localized concept
Procedure (procedure),712536000,Biopsy of extremity using ultrasonographic guidance,New localized concept
Procedure (procedure),712538004,RF Renal Cyst Ablation,New localized concept
Procedure (procedure),712539007,Radiofrequency ablation of liver cyst using fluoroscopic guidance,New localized concept
Procedure (procedure),712540009,MR Lumbar Plexus With Contrast,New localized concept
Procedure (procedure),712541008,CT of nasal bones with contrast,New localized concept
Procedure (procedure),712727001,CT Head Cervical Spine with Contrast,New localized concept
Procedure (procedure),712738001,CT Scapula with Contrast,New localized concept
Procedure (procedure),712848006,Urography using magnetic resonance imaging guidance with contrast,New localized concept
Procedure (procedure),712855008,CT Head Cervical Thoracic Spine,New localized concept
Procedure (procedure),712856009,CT Sacrum Coccyx with Contrast,New localized concept
Procedure (procedure),712868000,US Abdomen Paracentesis,New localized concept
Procedure (procedure),712874000,CT sinography of abdomen and pelvis with contrast,New localized concept
Procedure (procedure),712999003,Debulking of tumor for symptom relief,New localized concept
Procedure (procedure),713206003,Myelography using magnetic resonance imaging guidance,New localized concept
Procedure (procedure),713216006,Drainage of upper extremity using ultrasonographic guidance,New localized concept
Procedure (procedure),713219004,US of pelvis and lower limb,New localized concept
Procedure (procedure),713684007,US Axilla Aspiration,New localized concept
Procedure (procedure),713701007,X-ray of ventriculoperitoneal shunt,New localized concept
Procedure (procedure),715588003,CT Head Neck Abdomen Pelvis,New localized concept
Procedure (procedure),715787006,Central compartment (levels VI&#44; VII) dissection,New localized concept
Procedure (procedure),716100006,Doppler ultrasonography of fetal head,New localized concept
Procedure (procedure),716146006,MR angiography of lower limb with contrast,New localized concept
Procedure (procedure),716148007,Doppler ultrasonography of arteriovenous fistula graft,New localized concept
Procedure (procedure),716150004,Measurement of segmental blood pressure of artery of extremity using doppler ultrasonography,New localized concept
Procedure (procedure),716152007,Measurement of segmental pressures of lower extremity using ultrasonographic guidance,New localized concept
Procedure (procedure),716679005,X-ray of pelvis and lower extremity,New localized concept
Procedure (procedure),718027001,MR angiography of upper limb with contrast,New localized concept
Procedure (procedure),718028006,Paratracheal node sampling,New localized concept
Qualifier value (qualifier value),310087009,Podiatry,New localized concept
Qualifier value (qualifier value),2451000175103,Maternal or fetal medicine service,New localized concept
Situation with explicit context (situation),713207007,No neck dissection,New localized concept
Substance (substance),227220000,Beet,New localized concept
Substance (substance),709155002,Plague antigen,New localized concept
Substance (substance),709157005,Cholera antigen,New localized concept
Substance (substance),709348007,Human papillomavirus&#44; type 11 antigen,New localized concept
Substance (substance),709358006,Human papillomavirus&#44; type 6 antigen,New localized concept
Substance (substance),710183004,Rabbit,New localized concept
Substance (substance),713616004,Poliomyelitis antigen,New localized concept
Substance (substance),713618003,Hepatitis A antigen,New localized concept
Substance (substance),713619006,Rota P1A (8) serotype antigen,New localized concept
Substance (substance),713620000,Live poliomyelitis antigen,New localized concept
Substance (substance),713621001,Rota G3 serotype antigen,New localized concept
Substance (substance),713622008,Rota G1 serotype antigen,New localized concept
Substance (substance),713628007,Rota G1 (P8) serotype antigen,New localized concept
Substance (substance),713629004,Yellow fever antigen,New localized concept
Substance (substance),713640007,Rota G4 serotype antigen,New localized concept
Substance (substance),713641006,Lyme antigen,New localized concept
Substance (substance),714077009,Rota G2 serotype antigen,New localized concept
Substance (substance),714078004,Pneumococcal conjugate antigen,New localized concept
Substance (substance),715978009,Meningococcal conjugate antigen,New localized concept
Substance (substance),715979001,Meningococcal polysaccharide antigen,New localized concept
Substance (substance),716265005,Meningococcal conjugate group A antigen,New localized concept
Substance (substance),716266006,Meningococcal conjugate group C antigen,New localized concept
Substance (substance),716267002,Meningococcal conjugate group Y antigen,New localized concept
Substance (substance),716268007,Meningococcal conjugate group W-135 antigen,New localized concept
Substance (substance),716269004,Meningococcal polysaccharide group A antigen,New localized concept
Substance (substance),716270003,Meningococcal polysaccharide group C antigen,New localized concept
Substance (substance),716271004,Meningococcal polysaccharide group Y antigen,New localized concept
Substance (substance),716272006,Meningococcal polysaccharide group W-135 antigen,New localized concept
Substance (substance),717220006,Vaccinia human immunoglobulin,New localized concept
