Hierarchy,Id,Term,Condition
Procedure (procedure),385745009,évaluation de la régulation de l'état d'hydratation (intervention),Existing localized concept
Procedure (procedure),385746005,enseignement sur la régulation de l'équilibre hydrique (intervention),Existing localized concept
Procedure (procedure),385747001,gestion de la régulation de l'équilibre hydrique (intervention),Existing localized concept
Procedure (procedure),385748006,évaluation de la mesure des ingesta et excreta (intervention),Existing localized concept
Procedure (procedure),385749003,enseignement concernant la mesure des ingesta et excreta (intervention),Existing localized concept
Procedure (procedure),385750003,gestion de la mesure des ingesta et excreta (intervention),Existing localized concept
Procedure (procedure),385751004,évaluation de l'entretien d'une perfusion (intervention),Existing localized concept
Procedure (procedure),385752006,enseignement de l'entretien d'une perfusion (intervention),Existing localized concept
Procedure (procedure),385753001,gestion des soins liés à une perfusion (intervention),Existing localized concept
Procedure (procedure),385757000,soins liés à un cathéter veineux (régime/thérapie),Existing localized concept
Procedure (procedure),385758005,évaluation des services communautaires spéciaux (intervention),Existing localized concept
Procedure (procedure),385759002,fourniture de services communautaires spéciaux (régime/thérapie),Existing localized concept
Procedure (procedure),385760007,enseignement concernant des services communautaires spéciaux (intervention),Existing localized concept
Procedure (procedure),385761006,gestion de services communautaires spéciaux (intervention),Existing localized concept
Procedure (procedure),385763009,soins en centre de soins palliatifs (régime/thérapie),Existing localized concept
Procedure (procedure),385766001,évaluation de la prestation d'un service de repas à domicile (intervention),Existing localized concept
Procedure (procedure),385767005,enseignement sur la prestation d'un service de repas à domicile (intervention),Existing localized concept
Procedure (procedure),385773006,incitation à l'observance des mesures de sécurité (régime/thérapie),Existing localized concept
Procedure (procedure),385774000,incitation à l'observance du régime thérapeutique (régime/thérapie),Existing localized concept
Procedure (procedure),385777007,coordination des soins infirmiers (intervention),Existing localized concept
Procedure (procedure),385778002,rapport d'activité des soins infirmiers (intervention),Existing localized concept
Procedure (procedure),385780008,évaluation d'un service d'aide de soins de santé à domicile (intervention),Existing localized concept
Procedure (procedure),385783005,gestion d'un service d'aide de soins de santé à domicile (intervention),Existing localized concept
Procedure (procedure),385784004,soins infirmiers en pratique avancée (régime/thérapie),Existing localized concept
Procedure (procedure),385785003,évaluation des soins de chimiothérapie (intervention),Existing localized concept
Procedure (procedure),385786002,soins de chimiothérapie (régime/thérapie),Existing localized concept
Procedure (procedure),385787006,enseignement des soins de chimiothérapie (intervention),Existing localized concept
Procedure (procedure),385788001,gestion des soins de chimiothérapie (intervention),Existing localized concept
Procedure (procedure),385789009,évaluation de l'administration par injection (intervention),Existing localized concept
Procedure (procedure),385790000,enseignement de l'administration par injection (intervention),Existing localized concept
Procedure (procedure),385791001,prise en charge de l'administration par injection (intervention),Existing localized concept
Procedure (procedure),385793003,enseignement de l'administration d'insuline (intervention),Existing localized concept
Procedure (procedure),385794009,gestion de l'administration d'insuline (intervention),Existing localized concept
Procedure (procedure),385797002,prévention des effets indésirables d'un médicament (intervention),Existing localized concept
Procedure (procedure),385799004,évaluation du traitement d'une réaction allergique (intervention),Existing localized concept
Procedure (procedure),385800000,prise en charge d'une réaction allergique (régime/thérapie),Existing localized concept
Procedure (procedure),385801001,enseignement sur le traitement d'une réaction allergique (intervention),Existing localized concept
Procedure (procedure),385802008,gestion du traitement d'une réaction allergique (intervention),Existing localized concept
Procedure (procedure),385803003,évaluation des soins liés au diabète (intervention),Existing localized concept
Procedure (procedure),385805005,enseignement sur les soins liés au diabète (intervention),Existing localized concept
Procedure (procedure),385806006,gestion des soins liés au diabète (intervention),Existing localized concept
Procedure (procedure),385807002,évaluation de l'entretien d'une sonde de gastrostomie ou nasogastrique (intervention),Existing localized concept
Procedure (procedure),385808007,enseignement sur l'entretien d'une sonde de gastrostomie ou nasogastrique (intervention),Existing localized concept
Procedure (procedure),385809004,gestion de l'entretien d'une sonde de gastrostomie ou nasogastrique (intervention),Existing localized concept
Procedure (procedure),385810009,évaluation de l'insertion d'une sonde de gastrostomie ou nasogastrique (intervention),Existing localized concept
Procedure (procedure),385816003,évaluation d'une technique d'alimentation du patient (intervention),Existing localized concept
Procedure (procedure),385817007,enseignement d'une technique d'alimentation du patient (intervention),Existing localized concept
Procedure (procedure),385818002,gestion d'une technique d'alimentation du patient (intervention),Existing localized concept
Procedure (procedure),385819005,évaluation de la prévention d'une infection (intervention),Existing localized concept
Procedure (procedure),385820004,enseignement de la prévention d'une infection (intervention),Existing localized concept
Procedure (procedure),385821000,gestion de la prévention d'une infection (intervention),Existing localized concept
Procedure (procedure),385822007,précautions universelles (intervention),Existing localized concept
Procedure (procedure),385823002,évaluation de l'anamnèse (intervention),Existing localized concept
Procedure (procedure),385824008,enseignement du recueil des antécédents (intervention),Existing localized concept
Procedure (procedure),385825009,gestion du recueil des antécédants médicaux (intervention),Existing localized concept
Procedure (procedure),385826005,évaluation de la promotion de la santé (intervention),Existing localized concept
Procedure (procedure),385827001,enseignement sur la promotion de la santé (intervention),Existing localized concept
Procedure (procedure),385828006,gestion de la promotion de la santé (intervention),Existing localized concept
Procedure (procedure),385829003,évaluation d'une précaution entourant un échantillon (intervention),Existing localized concept
Procedure (procedure),385830008,précaution entourant un échantillon (régime/thérapie),Existing localized concept
Procedure (procedure),385831007,enseignement d'une précaution entourant un échantillon (intervention),Existing localized concept
Procedure (procedure),385832000,gestion d'une précaution entourant un échantillon (intervention),Existing localized concept
Procedure (procedure),385834004,précaution entourant un échantillon de sang (régime/thérapie),Existing localized concept
Procedure (procedure),385835003,enseignement d'une précaution entourant un échantillon de sang (intervention),Existing localized concept
Procedure (procedure),385838001,précaution entourant un échantillon de selles (régime/thérapie),Existing localized concept
Procedure (procedure),385839009,enseignement d'une précaution entourant un échantillon de selles (intervention),Existing localized concept
Procedure (procedure),385842003,précaution entourant un échantillon d'urine (régime/thérapie),Existing localized concept
Procedure (procedure),385843008,enseignement d'une précaution entourant un échantillon d'urine (intervention),Existing localized concept
Procedure (procedure),385859008,enseignement sur l'analyse psychosociale (intervention),Existing localized concept
Procedure (procedure),385860003,gestion de l'analyse psychosociale (intervention),Existing localized concept
Procedure (procedure),385861004,enseignement concernant l'analyse de la situation à domicile (intervention),Existing localized concept
Procedure (procedure),385862006,gestion de l'analyse de la situation à domicile (intervention),Existing localized concept
Procedure (procedure),385866009,évaluation d'un traitement d'urgence (intervention),Existing localized concept
Procedure (procedure),385867000,enseignement d'un traitement d'urgence (intervention),Existing localized concept
Procedure (procedure),385868005,gestion d'un traitement d'urgence (intervention),Existing localized concept
Procedure (procedure),385869002,évaluation des mesures de sécurité (intervention),Existing localized concept
Procedure (procedure),385870001,enseignement de mesures de sécurité (intervention),Existing localized concept
Procedure (procedure),385871002,gestion des mesures de sécurité (intervention),Existing localized concept
Procedure (procedure),385872009,enseignement sur la sécurité environnementale (intervention),Existing localized concept
Procedure (procedure),385873004,gestion de la sécurité environnementale (intervention),Existing localized concept
Procedure (procedure),385874005,évaluation de la sécurité de l'équipement (intervention),Existing localized concept
Procedure (procedure),385875006,enseignement sur la sécurité de l'équipement (intervention),Existing localized concept
Procedure (procedure),385876007,évaluation de la sécurité individuelle (intervention),Existing localized concept
Procedure (procedure),385878008,enseignement sur la sécurité individuelle (intervention),Existing localized concept
Procedure (procedure),385879000,gestion de la sécurité individuelle (intervention),Existing localized concept
Procedure (procedure),385880002,évaluation de l'échelle d'activités instrumentales de la vie quotidienne (intervention),Existing localized concept
Procedure (procedure),385881003,enseignement sur les activités instrumentales de la vie quotidienne (intervention),Existing localized concept
Procedure (procedure),385883000,évaluation des soins liés aux patients alités (intervention),Existing localized concept
Procedure (procedure),385885007,enseignement sur les soins liés aux patients alités (intervention),Existing localized concept
Procedure (procedure),385886008,gestion des soins liés aux patients alités (intervention),Existing localized concept
Procedure (procedure),385888009,recueil des antécédents sur la santé mentale (intervention),Existing localized concept
Procedure (procedure),385889001,enseignement du recueil des antécédants de santé mentale (intervention),Existing localized concept
Procedure (procedure),385891009,promotion de la santé mentale (régime/thérapie),Existing localized concept
Procedure (procedure),385892002,dépistage en santé mentale (intervention),Existing localized concept
Procedure (procedure),385894001,prévention de la violence (intervention),Existing localized concept
Procedure (procedure),385895000,évaluation des soins de confort (intervention),Existing localized concept
Procedure (procedure),385896004,enseignement sur les soins de confort (intervention),Existing localized concept
Procedure (procedure),385897008,gestion des soins de confort (intervention),Existing localized concept
Procedure (procedure),385898003,évaluation des soins auditifs (intervention),Existing localized concept
Procedure (procedure),385899006,enseignement sur les soins de l'oreille (intervention),Existing localized concept
Procedure (procedure),385900001,gestion des soins auditifs (intervention),Existing localized concept
Procedure (procedure),385901002,évaluation de l'entretien d'une prothèse auditive (intervention),Existing localized concept
Procedure (procedure),385902009,enseignement sur l'entretien d'une prothèse auditive (intervention),Existing localized concept
Procedure (procedure),385903004,gestion de l'entretien d'une prothèse auditive (intervention),Existing localized concept
Procedure (procedure),385904005,retrait de cérumen (intervention),Existing localized concept
Procedure (procedure),385905006,évaluation des soins oculaires (intervention),Existing localized concept
Procedure (procedure),385906007,enseignement relatif aux soins oculaires (intervention),Existing localized concept
Procedure (procedure),385907003,gestion des soins oculaires (intervention),Existing localized concept
Procedure (procedure),385908008,évaluation des soins d'une cataracte (intervention),Existing localized concept
Procedure (procedure),385910005,enseignement relatif aux soins d'une cataracte (intervention),Existing localized concept
Procedure (procedure),385911009,gestion des soins d'une cataracte (intervention),Existing localized concept
Procedure (procedure),385912002,évaluation des soins d'une escarre de décubitus (intervention),Existing localized concept
Procedure (procedure),385913007,enseignement relatif aux soins d'une escarre de décubitus (intervention),Existing localized concept
Procedure (procedure),385914001,gestion des soins d'escarre de décubitus (intervention),Existing localized concept
Procedure (procedure),385916004,soins d'une escarre de décubitus de stade 1 (régime/thérapie),Existing localized concept
Procedure (procedure),385920000,soins d'une escarre de décubitus de stade 2 (régime/thérapie),Existing localized concept
Procedure (procedure),385924009,soins d'une escarre de décubitus de stade 3 (régime/thérapie),Existing localized concept
Procedure (procedure),385928007,soins d'une escarre de décubitus de stade 4 (régime/thérapie),Existing localized concept
Procedure (procedure),385931008,évaluation de la prévention d'un œdème (intervention),Existing localized concept
Procedure (procedure),385933006,enseignement relatif à la maîtrise d'un œdème (intervention),Existing localized concept
Procedure (procedure),385934000,gestion de la maîtrise d'un œdème (intervention),Existing localized concept
Procedure (procedure),385935004,évaluation des soins liés à la bouche (intervention),Existing localized concept
Procedure (procedure),385936003,enseignement relatif aux soins de la bouche (intervention),Existing localized concept
Procedure (procedure),385937007,gestion des soins de la bouche (intervention),Existing localized concept
Procedure (procedure),385938002,évaluation des soins liés à une prothèse dentaire (intervention),Existing localized concept
Procedure (procedure),385939005,gestion de l'entretien d'une prothèse dentaire (intervention),Existing localized concept
Procedure (procedure),385941006,évaluation des soins d'une plaie (intervention),Existing localized concept
Procedure (procedure),385942004,gestion des soins de plaie (intervention),Existing localized concept
Procedure (procedure),385943009,évaluation de l'entretien d'un drain (intervention),Existing localized concept
Procedure (procedure),385945002,enseignement relatif à l'entretien d'un drain (intervention),Existing localized concept
Procedure (procedure),385946001,gestion de l'entretien d'un drain (intervention),Existing localized concept
Procedure (procedure),385947005,évaluation d'un changement de pansement (intervention),Existing localized concept
Procedure (procedure),385948000,enseignement concernant le changement de pansement (intervention),Existing localized concept
Procedure (procedure),385949008,gestion d'un changement de pansement (intervention),Existing localized concept
Procedure (procedure),385951007,soins d'une incision (régime/thérapie),Existing localized concept
Procedure (procedure),385954004,évaluation des soins de podologie (intervention),Existing localized concept
Procedure (procedure),385956002,enseignement relatif aux soins de podologie (intervention),Existing localized concept
Procedure (procedure),385957006,gestion des soins de podologie (intervention),Existing localized concept
Procedure (procedure),385959009,enseignement relatif aux soins périnéaux (intervention),Existing localized concept
Procedure (procedure),385960004,évaluation des soins vésicaux (intervention),Existing localized concept
Procedure (procedure),385962007,enseignement relatif à l'élimination urinaire (intervention),Existing localized concept
Procedure (procedure),385963002,gestion de l'élimination urinaire (intervention),Existing localized concept
Procedure (procedure),385974006,gestion de la sécurité de l'équipement (intervention),Existing localized concept
Procedure (procedure),385975007,gestion des soins liés à l'élimination intestinale (intervention),Existing localized concept
Procedure (procedure),385986009,organisation pour auto-administration des médicaments (intervention),Existing localized concept
Procedure (procedure),385989002,traitement de la toxicomanie (régime/thérapie),Existing localized concept
Procedure (procedure),386042006,évaluation du système immunitaire (intervention),Existing localized concept
Procedure (procedure),386043001,évaluation des voies respiratoires (intervention),Existing localized concept
Procedure (procedure),386053000,intervention d'évaluation (intervention),Existing localized concept
Procedure (procedure),386087005,prélèvement d'expectoration aspirée (intervention),Existing localized concept
Procedure (procedure),386088000,prélèvement d'expectoration provoquée (intervention),Existing localized concept
Procedure (procedure),386089008,prélèvement d'expectoration après effort de toux (intervention),Existing localized concept
Procedure (procedure),386099003,prélèvement ponctuel d'urine (intervention),Existing localized concept
Procedure (procedure),386218004,control of hemorrhage of gastrointestinal tract (intervention),Existing localized concept
Procedure (procedure),386220001,control of wound hemorrhage (intervention),Existing localized concept
Procedure (procedure),386221002,valorisation de l'image corporelle (intervention),Existing localized concept
Procedure (procedure),386223004,soins d'incontinence liés à l'élimination intestinale (régime/thérapie),Existing localized concept
Procedure (procedure),386229000,soutien d'un soignant (régime/thérapie),Existing localized concept
Procedure (procedure),386232002,maîtrise de l'œdème cérébral (régime/thérapie),Existing localized concept
Procedure (procedure),386234001,soins liés à une césarienne (régime/thérapie),Existing localized concept
Procedure (procedure),386236004,soins vasculaires: insuffisance artérielle (régime/thérapie),Existing localized concept
Procedure (procedure),386238003,soins vasculaires: insuffisance veineuse (régime/thérapie),Existing localized concept
Procedure (procedure),386240008,gestion de la réanimation cardiorespiratoire (intervention),Existing localized concept
Procedure (procedure),386241007,stimulation cognitive (régime/thérapie),Existing localized concept
Procedure (procedure),386242000,prise en charge d'une maladie transmissible (intervention),Existing localized concept
Procedure (procedure),386243005,thérapie visuelle (régime/thérapie),Existing localized concept
Procedure (procedure),386244004,préparation de la communauté à une catastrophe (intervention),Existing localized concept
Procedure (procedure),386245003,développement de la santé communautaire (intervention),Existing localized concept
Procedure (procedure),386247006,médiation de conflit (intervention),Existing localized concept
Procedure (procedure),386248001,entretien des lentilles cornéennes (régime/thérapie),Existing localized concept
Procedure (procedure),386249009,vérification d'une substance contrôlée (intervention),Existing localized concept
Procedure (procedure),386250009,limitation des coûts (intervention),Existing localized concept
Procedure (procedure),386253006,stimulation cutanée (intervention),Existing localized concept
Procedure (procedure),386254000,délégation (intervention),Existing localized concept
Procedure (procedure),386255004,traitement d'un délirium (régime/thérapie),Existing localized concept
Procedure (procedure),386256003,traitement d'un délire (régime/thérapie),Existing localized concept
Procedure (procedure),386257007,prise en charge d'une démence (régime/thérapie),Existing localized concept
Procedure (procedure),386259005,stimulation du développement de l'enfant (régime/thérapie),Existing localized concept
Procedure (procedure),386260000,soins d'une diarrhée (régime/thérapie),Existing localized concept
Procedure (procedure),386262008,traitement de la dysréflexie (régime/thérapie),Existing localized concept
Procedure (procedure),386263003,traitement de la dysrythmie (régime/thérapie),Existing localized concept
Procedure (procedure),386264009,traitement de troubles alimentaires (intervention),Existing localized concept
Procedure (procedure),386265005,régulation électrolytique : hypercalcémie (intervention),Existing localized concept
Procedure (procedure),386266006,régulation électrolytique : hyperkaliémie (intervention),Existing localized concept
Procedure (procedure),386267002,régulation électrolytique : hypermagnésémie (intervention),Existing localized concept
Procedure (procedure),386268007,régulation électrolytique : hypernatrémie (intervention),Existing localized concept
Procedure (procedure),386269004,régulation électrolytique : hyperphosphatémie (intervention),Existing localized concept
Procedure (procedure),386270003,régulation électrolytique : hypocalcémie (intervention),Existing localized concept
Procedure (procedure),386271004,régulation électrolytique : hypokaliémie (intervention),Existing localized concept
Procedure (procedure),386272006,régulation électrolytique : hypomagnésémie (intervention),Existing localized concept
Procedure (procedure),386273001,régulation électrolytique : hyponatrémie (intervention),Existing localized concept
Procedure (procedure),386274007,régulation électrolytique : hypophosphatémie (intervention),Existing localized concept
Procedure (procedure),386279002,soins pour embolie périphérique (régime/thérapie),Existing localized concept
Procedure (procedure),386280004,soins pour embolie pulmonaire (régime/thérapie),Existing localized concept
Procedure (procedure),386282007,vérification d'un chariot d'urgence (intervention),Existing localized concept
Procedure (procedure),386283002,gestion de l'environnement : processus d'attachement (intervention),Existing localized concept
Procedure (procedure),386284008,gestion de l'environnement : confort (régime/thérapie),Existing localized concept
Procedure (procedure),386285009,gestion de l'environnement: communauté (intervention),Existing localized concept
Procedure (procedure),386286005,gestion de l'environnement : préparation du domicile (intervention),Existing localized concept
Procedure (procedure),386287001,gestion de l'environnement : prévention de la violence (intervention),Existing localized concept
Procedure (procedure),386288006,gestion de l'environnement : sécurité des travailleurs (intervention),Existing localized concept
Procedure (procedure),386289003,protection contre le risque environnemental (intervention),Existing localized concept
Procedure (procedure),386290007,assistance pendant l'examen (intervention),Existing localized concept
Procedure (procedure),386291006,promotion de l'exercice : entraînement musculaire (intervention),Existing localized concept
Procedure (procedure),386292004,promotion de l'exercice : étirement (intervention),Existing localized concept
Procedure (procedure),386296001,prévention des chutes (intervention),Existing localized concept
Procedure (procedure),386305005,traitement d'une fièvre (intervention),Existing localized concept
Procedure (procedure),386306006,aide financière (régime/thérapie),Existing localized concept
Procedure (procedure),386307002,précautions relatives au risque d'allumage d'un incendie (intervention),Existing localized concept
Procedure (procedure),386309004,gestion des ressources fiscales (intervention),Existing localized concept
Procedure (procedure),386310009,diminution de la flatulence (intervention),Existing localized concept
Procedure (procedure),386315004,facilitation du travail sur la culpabilité (régime/thérapie),Existing localized concept
Procedure (procedure),386316003,traitement de l'hallucination (régime/thérapie),Existing localized concept
Procedure (procedure),386318002,surveillance de la politique en matière de santé (intervention),Existing localized concept
Procedure (procedure),386320004,directives concernant le système de santé (régime/thérapie),Existing localized concept
Procedure (procedure),386321000,régulation hémodynamique (intervention),Existing localized concept
Procedure (procedure),386322007,soins à une grossesse à risque élevé (régime/thérapie),Existing localized concept
Procedure (procedure),386326005,traitement de l'hyperglycémie (intervention),Existing localized concept
Procedure (procedure),386327001,traitement de l'hypervolémie (intervention),Existing localized concept
Procedure (procedure),386328006,traitement de l'hypoglycémie (intervention),Existing localized concept
Procedure (procedure),386329003,traitement de l'hypothermie (intervention),Existing localized concept
Procedure (procedure),386330008,traitement de l'hypovolémie (intervention),Existing localized concept
Procedure (procedure),386331007,entraînement à la maîtrise des impulsions (intervention),Existing localized concept
Procedure (procedure),386332000,compte rendu d'incident (intervention),Existing localized concept
Procedure (procedure),386334004,prévention d'une infection peropératoire (régime/thérapie),Existing localized concept
Procedure (procedure),386335003,protection contre l'infection (intervention),Existing localized concept
Procedure (procedure),386336002,autorisation de l'assureur (intervention),Existing localized concept
Procedure (procedure),386340006,thérapie intraveineuse (régime/thérapie),Existing localized concept
Procedure (procedure),386341005,monitorage hémodynamique effractif (régime/thérapie),Existing localized concept
Procedure (procedure),386344002,interprétation de données de laboratoire (intervention),Existing localized concept
Procedure (procedure),386345001,précautions relatives au laser (intervention),Existing localized concept
Procedure (procedure),386349007,précautions relatives au risque d'hyperthermie maligne (intervention),Existing localized concept
Procedure (procedure),386350007,administration d'un médicament : voie auriculaire (intervention),Existing localized concept
Procedure (procedure),386351006,administration d'un médicament : sonde entérale (intervention),Existing localized concept
Procedure (procedure),386352004,administration d'un médicament : épidurale (intervention),Existing localized concept
Procedure (procedure),386353009,administration of drug or medicament via ophthalmic route (intervention),Existing localized concept
Procedure (procedure),386356001,administration d'un médicament : intramusculaire (intervention),Existing localized concept
Procedure (procedure),386357005,administration d'un médicament : intraosseuse (intervention),Existing localized concept
Procedure (procedure),386360003,administration d'un médicament : rectale (intervention),Existing localized concept
Procedure (procedure),386363001,administration d'un médicament : vaginale (intervention),Existing localized concept
Procedure (procedure),386364007,administration de médicament : réservoir ventriculaire (intervention),Existing localized concept
Procedure (procedure),386368005,traitement de la nausée (régime/thérapie),Existing localized concept
Procedure (procedure),386373004,thérapie nutritionnelle (régime/thérapie),Existing localized concept
Procedure (procedure),386374005,surveillance nutritionnelle (régime/thérapie),Existing localized concept
Procedure (procedure),386378008,transcription d'une requête (intervention),Existing localized concept
Procedure (procedure),386379000,facilitation de l'approvisionnement en organes (intervention),Existing localized concept
Procedure (procedure),386383000,promotion du rôle parental (intervention),Existing localized concept
Procedure (procedure),386387004,révision par les pairs (intervention),Existing localized concept
Procedure (procedure),386388009,thérapeutique des sensibilités périphériques (intervention),Existing localized concept
Procedure (procedure),386391009,préceptorat : employé (intervention),Existing localized concept
Procedure (procedure),386392002,préceptorat : étudiant (intervention),Existing localized concept
Procedure (procedure),386394001,soins liés à une interruption de grossesse (régime/thérapie),Existing localized concept
Procedure (procedure),386397008,présence (régime/thérapie),Existing localized concept
Procedure (procedure),386400004,relaxation musculaire progressive (régime/thérapie),Existing localized concept
Procedure (procedure),386402007,soins liés à une prothèse (régime/thérapie),Existing localized concept
Procedure (procedure),386403002,soins liés au prurit (régime/thérapie),Existing localized concept
Procedure (procedure),386404008,surveillance de la qualité (intervention),Existing localized concept
Procedure (procedure),386405009,traitement d'un traumatisme de viol (intervention),Existing localized concept
Procedure (procedure),386406005,soins d'un prolapsus rectal (régime/thérapie),Existing localized concept
Procedure (procedure),386407001,prévention de la dépendance religieuse (régime/thérapie),Existing localized concept
Procedure (procedure),386409003,collecte de données d'une recherche (intervention),Existing localized concept
Procedure (procedure),386411007,resuscitation of fetus (intervention),Existing localized concept
Procedure (procedure),386413005,identification du risque (intervention),Existing localized concept
Procedure (procedure),386414004,identification du risque : famille procréatrice (intervention),Existing localized concept
Procedure (procedure),386415003,identification du risque : génétique (intervention),Existing localized concept
Procedure (procedure),386416002,valorisation du rôle (intervention),Existing localized concept
Procedure (procedure),386417006,valorisation de la sécurité (intervention),Existing localized concept
Procedure (procedure),386418001,traitement d'une crise (régime/thérapie),Existing localized concept
Procedure (procedure),386422006,valorisation de l'estime de soi (intervention),Existing localized concept
Procedure (procedure),386423001,contention physique (intervention),Existing localized concept
Procedure (procedure),386424007,soutien du médecin (régime/thérapie),Existing localized concept
Procedure (procedure),386425008,précautions relatives à un garrot pneumatique (intervention),Existing localized concept
Procedure (procedure),386431006,rapport de quart de travail (intervention),Existing localized concept
Procedure (procedure),386432004,prise en charge d'un choc (intervention),Existing localized concept
Procedure (procedure),386433009,prise en charge d'un choc : cardiaque (intervention),Existing localized concept
Procedure (procedure),386434003,prise en charge d'un choc : vasogénique (intervention),Existing localized concept
Procedure (procedure),386435002,prise en charge d'un choc : volume compromis (intervention),Existing localized concept
Procedure (procedure),386436001,prévention d'un choc (intervention),Existing localized concept
Procedure (procedure),386439008,soins de la peau : traitements topiques (régime/thérapie),Existing localized concept
Procedure (procedure),386442002,valorisation de la socialisation (intervention),Existing localized concept
Procedure (procedure),386446004,perfectionnement du personnel (intervention),Existing localized concept
Procedure (procedure),386447008,supervision du personnel (intervention),Existing localized concept
Procedure (procedure),386448003,prévention de la consommation de substances toxiques (intervention),Existing localized concept
Procedure (procedure),386449006,traitement de la consommation de substances toxiques : sevrage alcoolique (régime/thérapie),Existing localized concept
Procedure (procedure),386450006,traitement de la consommation de substances toxiques : sevrage (régime/thérapie),Existing localized concept
Procedure (procedure),386451005,traitement de la toxicomanie : surdose (régime/thérapie),Existing localized concept
Procedure (procedure),386452003,gestion des approvisionnements (intervention),Existing localized concept
Procedure (procedure),386453008,facilitation d'un groupe de soutien (régime/thérapie),Existing localized concept
Procedure (procedure),386454002,assistance chirurgicale (intervention),Existing localized concept
Procedure (procedure),386455001,surveillance : communauté (régime/thérapie),Existing localized concept
Procedure (procedure),386456000,surveillance : grossesse tardive (régime/thérapie),Existing localized concept
Procedure (procedure),386459007,soutien à la subsistance (régime/thérapie),Existing localized concept
Procedure (procedure),386460002,enseignement à un groupe (intervention),Existing localized concept
Procedure (procedure),386469001,enseignement sur la nutrition du tout-petit (intervention),Existing localized concept
Procedure (procedure),386472008,consultation téléphonique (intervention),Existing localized concept
Procedure (procedure),386478007,triage : centre de secours d'urgence (intervention),Existing localized concept
Procedure (procedure),386484005,soins d'entretien de la ventriculostomie ou du drain lombaire (intervention),Existing localized concept
Procedure (procedure),386485006,prise en charge d'une héminégligence (régime/thérapie),Existing localized concept
Procedure (procedure),386486007,soins liés à l'élimination urinaire (régime/thérapie),Existing localized concept
Procedure (procedure),386488008,soins d'incontinence urinaire (régime/thérapie),Existing localized concept
Procedure (procedure),386489000,soins d'incontinence urinaire : énurésie (régime/thérapie),Existing localized concept
Procedure (procedure),386490009,soins entourant une rétention urinaire (régime/thérapie),Existing localized concept
Procedure (procedure),386491008,clarification des valeurs (intervention),Existing localized concept
Procedure (procedure),386493006,entretien d'un dispositif d'accès veineux (intervention),Existing localized concept
Procedure (procedure),386495004,prise en charge de vomissement (régime/thérapie),Existing localized concept
Procedure (procedure),386497007,prévention du mauvais traitement d'un enfant (intervention),Existing localized concept
Procedure (procedure),386498002,prévention de la violence d'un conjoint (intervention),Existing localized concept
Procedure (procedure),386500001,prévention de l'exploitation religieuse (intervention),Existing localized concept
Procedure (procedure),386501002,régulation de l'équilibre acido-basique (intervention),Existing localized concept
Procedure (procedure),386502009,régulation acido-basique : acidose métabolique (intervention),Existing localized concept
Procedure (procedure),386503004,régulation acido-basique : alcalose métabolique (intervention),Existing localized concept
Procedure (procedure),386504005,régulation acido-basique : acidose respiratoire (intervention),Existing localized concept
Procedure (procedure),386505006,régulation acico-basique : alcalose respiratoire (intervention),Existing localized concept
Procedure (procedure),386509000,prise en charge des voies aériennes (intervention),Existing localized concept
Procedure (procedure),386510005,soins liés à une amputation (régime/thérapie),Existing localized concept
Procedure (procedure),386512002,prise en charge d'une anaphylaxie (régime/thérapie),Existing localized concept
Procedure (procedure),386513007,gestion d'une anesthésie (régime/thérapie),Existing localized concept
Procedure (procedure),386514001,assistance à la maîtrise de la colère (intervention),Existing localized concept
Procedure (procedure),386515000,traitement à recours animalier (régime/thérapie),Existing localized concept
Procedure (procedure),386518003,utilisation d'un tube pharyngé (intervention),Existing localized concept
Procedure (procedure),386519006,précautions relatives au risque d'une aspiration (intervention),Existing localized concept
Procedure (procedure),386520000,promotion de l'attachement (intervention),Existing localized concept
Procedure (procedure),386521001,bedside laboratory testing (intervention),Existing localized concept
Procedure (procedure),386522008,gestion du comportement d'inattention ou d'hyperactivité (régime/thérapie),Existing localized concept
Procedure (procedure),386523003,prise en charge d'un comportement d'automutilation (régime/thérapie),Existing localized concept
Procedure (procedure),386524009,gestion du comportement sexuel (régime/thérapie),Existing localized concept
Procedure (procedure),386525005,modification du comportement lié aux aptitudes sociales (régime/thérapie),Existing localized concept
Procedure (procedure),386526006,bibliothérapie (régime/thérapie),Existing localized concept
Procedure (procedure),386527002,control of antepartum hemorrhage (intervention),Existing localized concept
Procedure (procedure),386547005,uréthroscopie diagnostique (intervention),Existing localized concept
Procedure (procedure),386552000,examen radio-isotopique du foie (intervention),Existing localized concept
Procedure (procedure),386624002,cervicotomie en obstétrique (intervention),Existing localized concept
Procedure (procedure),386637004,intervention obstétricale (intervention),Existing localized concept
Procedure (procedure),386638009,intervention chirurgicale obstétricale (intervention),Existing localized concept
Procedure (procedure),386639001,interruption de grossesse (intervention),Existing localized concept
Procedure (procedure),386641000,intervention pour avortement thérapeutique (intervention),Existing localized concept
Procedure (procedure),386691001,excision d'une lésion de la moelle spinale (intervention),Existing localized concept
Procedure (procedure),386718000,cholangiopancréatographie rétrograde endoscopique (intervention),Existing localized concept
Procedure (procedure),386720002,endoscopie diagnostique rétrograde d'un canal biliaire et du conduit pancréatique (intervention),Existing localized concept
Procedure (procedure),386722005,cholangiographie rétrograde endoscopique (intervention),Existing localized concept
Procedure (procedure),386723000,endoscopie rétrograde d'un canal biliaire (intervention),Existing localized concept
